21.9705,826.929,-0.405808
21.9634,826.82,-0.423723
21.9513,826.63,-0.412578
21.9374,826.414,-0.417647
21.9255,826.236,-0.431462
21.9117,826.037,-0.429037
21.8982,825.84,-0.420314
21.8853,825.647,-0.416883
21.8727,825.449,-0.418616
21.8593,825.244,-0.422637
21.8446,825.041,-0.425199
21.832,824.869,-0.425495
21.8187,824.674,-0.424501
21.8056,824.48,-0.423339
21.7918,824.286,-0.422334
21.7762,824.096,-0.421683
21.7579,823.908,-0.421607
21.7401,823.741,-0.421915
21.7203,823.546,-0.42215
21.7058,823.384,-0.422066
21.6906,823.203,-0.421431
21.6733,823.018,-0.420425
21.653,822.842,-0.419744
21.6293,822.669,-0.419873
21.6036,822.497,-0.420579
21.5771,822.317,-0.421086
21.5531,822.14,-0.421247
21.5316,821.972,-0.42055
21.512,821.82,-0.418936
21.4883,821.654,-0.41671
21.4619,821.491,-0.414845
21.4338,821.332,-0.413911
21.4018,821.161,-0.413855
21.375,821.015,-0.41378
21.3399,820.807,-0.422308
21.3053,820.592,-0.421631
21.2702,820.372,-0.409664
21.235,820.157,-0.398493
21.1978,819.943,-0.391423
21.1582,819.737,-0.387293
21.1139,819.529,-0.385398
21.064,819.315,-0.38549
21.0108,819.108,-0.384836
20.9576,818.921,-0.382516
20.9062,818.757,-0.380684
20.8554,818.609,-0.379956
20.7914,818.439,-0.380396
20.7176,818.264,-0.382098
20.6565,818.134,-0.384897
20.5791,817.978,-0.388623
20.5046,817.832,-0.390877
20.4306,817.686,-0.391818
20.3642,817.558,-0.392241
20.2885,817.417,-0.393468
20.2064,817.267,-0.396047
20.124,817.119,-0.398318
20.0471,816.983,-0.398472
19.9682,816.848,-0.397215
19.8863,816.715,-0.395635
19.8155,816.604,-0.394813
19.7329,816.48,-0.394481
19.6511,816.362,-0.394607
19.5706,816.252,-0.394637
19.4824,816.138,-0.394433
19.4131,816.053,-0.394088
19.3317,815.96,-0.393653
19.2571,815.879,-0.393948
19.1125,815.735,-0.396676
19.0378,815.662,-0.397595
18.962,815.588,-0.398173
18.8788,815.509,-0.398403
18.7377,815.373,-0.39203
18.5952,815.237,-0.382392
18.4582,815.106,-0.375986
18.3837,815.035,-0.376627
18.2466,814.91,-0.380545
18.1446,814.815,-0.392017
18.0054,814.686,-0.402502
17.8584,814.551,-0.398705
17.7152,814.42,-0.392695
17.5583,814.278,-0.388894
17.4009,814.138,-0.387185
17.2475,814.006,-0.386041
17.0977,813.878,-0.384923
16.9657,813.765,-0.38528
16.8176,813.635,-0.387609
16.6645,813.5,-0.391593
16.499,813.355,-0.402784
16.2566,813.142,-0.412682
16.0205,812.937,-0.407323
15.787,812.734,-0.399314
15.5538,812.532,-0.395856
15.3212,812.329,-0.396013
15.0869,812.124,-0.396593
14.8573,811.923,-0.396265
14.6105,811.708,-0.396009
14.3811,811.507,-0.396141
14.1528,811.308,-0.396355
13.9262,811.11,-0.396754
13.7287,810.936,-0.397076
13.5061,810.737,-0.396748
13.2865,810.542,-0.396744
13.0457,810.329,-0.397701
12.8442,810.15,-0.3984
12.6289,809.954,-0.398726
12.422,809.758,-0.398983
12.2206,809.558,-0.399403
12.023,809.355,-0.400157
11.8155,809.137,-0.400983
11.6334,808.949,-0.401519
11.4153,808.727,-0.401728
11.2228,808.53,-0.40198
11.0793,808.378,-0.402566
10.8836,808.161,-0.403346
10.7099,807.958,-0.403028
10.5275,807.735,-0.402655
10.3888,807.556,-0.403407
10.2183,807.329,-0.405011
10.0611,807.118,-0.40647
9.90619,806.913,-0.407368
9.75011,806.706,-0.407829
9.59407,806.502,-0.408425
9.43776,806.299,-0.409422
9.28009,806.098,-0.410651
9.10208,805.878,-0.412569
8.9437,805.683,-0.414445
8.78572,805.486,-0.415873
8.64585,805.308,-0.416723
8.49168,805.112,-0.417923
8.34807,804.931,-0.419491
8.18869,804.735,-0.421058
8.02766,804.542,-0.422502
7.86593,804.357,-0.424346
7.69935,804.173,-0.426858
7.53456,803.998,-0.429647
7.36579,803.822,-0.431981
7.20172,803.648,-0.433213
7.03948,803.473,-0.43298
6.87829,803.3,-0.431979
6.70367,803.119,-0.430917
6.55131,802.969,-0.42978
6.36994,802.797,-0.428008
6.20445,802.648,-0.426713
6.0338,802.501,-0.427176
5.88607,802.378,-0.428155
5.71653,802.236,-0.428864
5.54906,802.096,-0.429066
5.3983,801.972,-0.429139
5.22688,801.836,-0.429484
5.05538,801.708,-0.429802
4.88722,801.59,-0.42959
4.71154,801.475,-0.429118
4.55054,801.375,-0.429017
4.38709,801.282,-0.430299
4.22423,801.196,-0.433393
4.06023,801.114,-0.436189
3.91662,801.043,-0.437648
3.74815,800.961,-0.438709
3.58601,800.884,-0.438586
3.44181,800.815,-0.436881
3.27964,800.738,-0.434057
3.11765,800.661,-0.43247
2.94865,800.581,-0.433008
2.78127,800.503,-0.434563
2.63824,800.439,-0.43523
2.45018,800.359,-0.434777
2.30486,800.3,-0.433929
2.14185,800.237,-0.433794
1.98666,800.18,-0.434559
1.84411,800.128,-0.435379
1.68541,800.07,-0.435313
1.52811,800.011,-0.434379
1.36938,799.953,-0.433588
1.2137,799.899,-0.433919
1.04706,799.844,-0.434876
0.9061,799.798,-0.435212
0.749265,799.748,-0.43483
0.589705,799.698,-0.434068
0.430218,799.648,-0.433328
0.277751,799.6,-0.433192
0.120464,799.551,-0.433962
-0.0699156,799.494,-0.444441
-0.314449,799.42,-0.457546
-0.566134,799.344,-0.456562
-0.825329,799.266,-0.452271
-1.08027,799.192,-0.450615
-1.29998,799.13,-0.451304
-1.54577,799.067,-0.452841
-1.78997,799.01,-0.454249
-1.99329,798.966,-0.455757
-2.23897,798.916,-0.45792
-2.48476,798.865,-0.459677
-2.72711,798.812,-0.460923
-3.02293,798.747,-0.471473
-3.32056,798.682,-0.474017
-3.6598,798.609,-0.466494
-3.9708,798.544,-0.462129
-4.27758,798.484,-0.461636
-4.58859,798.429,-0.462528
-4.88199,798.385,-0.463104
-5.15108,798.351,-0.463868
-5.44878,798.321,-0.465419
-5.77964,798.29,-0.467175
-6.04202,798.264,-0.468427
-6.33518,798.234,-0.469562
-6.63198,798.202,-0.470252
-6.93018,798.17,-0.470505
-7.23044,798.141,-0.470489
-7.51864,798.118,-0.470444
-7.81227,798.1,-0.470248
-8.08989,798.089,-0.469997
-8.36633,798.086,-0.469658
-8.63622,798.09,-0.469569
-8.90455,798.103,-0.470731
-9.20031,798.123,-0.472335
-9.45412,798.143,-0.473152
-9.71008,798.162,-0.475181
-10.0295,798.185,-0.476022
-10.2285,798.199,-0.475353
-10.5748,798.223,-0.474314
-10.8464,798.243,-0.474138
-11.0419,798.259,-0.474183
