122.572,558.638,-0.38903
122.463,558.637,-0.393559
122.326,558.636,-0.390732
122.225,558.636,-0.391021
122.117,558.636,-0.391112
121.995,558.636,-0.3905
121.871,558.636,-0.390584
121.762,558.636,-0.390837
121.629,558.635,-0.395462
121.411,558.631,-0.399588
121.283,558.627,-0.400198
121.146,558.623,-0.399492
120.965,558.617,-0.397549
120.767,558.609,-0.395273
120.593,558.602,-0.394027
120.357,558.59,-0.39411
120.089,558.576,-0.394642
119.837,558.56,-0.394908
119.517,558.538,-0.395546
119.287,558.522,-0.395392
118.945,558.498,-0.393478
118.646,558.475,-0.391133
118.307,558.45,-0.388499
117.907,558.419,-0.386443
117.503,558.388,-0.385763
117.119,558.358,-0.38566
116.695,558.325,-0.385324
116.229,558.289,-0.38446
115.795,558.257,-0.383776
115.261,558.219,-0.382572
114.767,558.185,-0.381445
114.247,558.151,-0.380628
113.719,558.118,-0.38014
113.282,558.092,-0.380116
112.697,558.06,-0.380225
112.079,558.028,-0.380073
111.503,558,-0.379595
110.955,557.975,-0.37836
110.375,557.95,-0.375058
109.763,557.926,-0.373621
109.155,557.904,-0.372116
108.565,557.883,-0.371447
108.081,557.868,-0.371485
107.501,557.85,-0.37219
106.97,557.834,-0.373047
106.494,557.821,-0.373899
105.931,557.805,-0.374879
105.396,557.792,-0.376035
104.886,557.779,-0.376933
104.405,557.766,-0.376628
103.884,557.754,-0.376115
103.378,557.742,-0.375876
102.923,557.731,-0.376056
102.394,557.719,-0.376717
101.944,557.708,-0.37746
101.429,557.696,-0.377991
100.996,557.686,-0.37831
100.489,557.674,-0.37854
100.079,557.664,-0.378962
99.6028,557.653,-0.379767
99.1415,557.642,-0.380439
98.6784,557.631,-0.380835
98.2066,557.619,-0.381095
97.8847,557.612,-0.381204
97.4356,557.6,-0.381282
96.9853,557.589,-0.38173
96.5095,557.577,-0.382312
96.1198,557.567,-0.382571
95.6959,557.556,-0.382705
95.2327,557.544,-0.382967
94.7969,557.533,-0.383182
94.4242,557.523,-0.383331
